"targetloanstatus","creditpolicy","loanamnt","term","intrate","installment","grade","emplength","dti","inqlast6mths","openacc","revolutil","totalacc","emp10years","delin2years","homeowner","annualinc_bin","revolbal_bin","verified","purpose_mod"
"Default","Y",7000,"36months",0.1287,235.44,"C",7,5.94,0,6,0.02,8,"N","N","Y","Gp3","Gp1","N","luxury"
"Default","Y",11000,"36months",0.1103,360.29,"C",0,6.82,2,5,0.845,7,"N","N","Y","Gp1","Gp2","N","debt_consolidation"
"Default","Y",18000,"36months",0.1322,608.42,"C",7,12.33,1,3,0.552,30,"N","N","Y","Gp2","Gp2","Y","other"
"Default","N",25000,"36months",0.1786,902.06,"G",5,17.64,14,17,0.804,37,"N","N","Y","Gp5","Gp5","N","living_expenses"
"Default","Y",3000,"36months",0.1459,103.4,"D",6,7.81,0,12,0.878,15,"N","N","N","Gp3","Gp2","N","debt_consolidation"
"Default","N",5600,"36months",0.1028,181.44,"C",0,0,3,3,0,3,"N","N","N","Gp1","Gp1","N","living_expenses"
"Default","Y",12000,"60months",0.1677,296.75,"D",6,18.66,2,7,0.921,11,"N","N","N","Gp2","Gp5","Y","debt_consolidation"
"Default","Y",10400,"60months",0.1903,269.96,"E",5,10.74,0,13,0.428,15,"N","Y","N","Gp1","Gp2","Y","car"
"Default","N",20000,"60months",0.1645,357.32,"E",8,6.52,4,10,0.227,30,"N","Y","Y","Gp5","Gp1","Y","business"
"Default","Y",12000,"60months",0.1969,315.87,"E",4,16.23,1,12,0.907,32,"N","N","N","Gp2","Gp3","Y","debt_consolidation"
"Default","N",10000,"36months",0.1361,339.89,"C",4,9.33,4,19,0.316,28,"N","N","Y","Gp3","Gp3","Y","debt_consolidation"
"Default","Y",5000,"36months",0.1523,173.9,"C",2,3.72,1,8,0.461,11,"N","N","N","Gp2","Gp2","Y","business"
"Default","Y",25000,"36months",0.138,852.02,"C",10,12.87,1,11,0.274,35,"Y","Y","Y","Gp3","Gp3","Y","debt_consolidation"
"Default","N",8000,"36months",0.164,282.84,"F",10,23.84,3,20,0.996,37,"Y","N","Y","Gp5","Gp5","N","other"
"Default","Y",25000,"60months",0.1242,561.44,"B",6,15.92,0,11,0.405,35,"N","N","Y","Gp2","Gp5","Y","debt_consolidation"
"Default","N",15000,"36months",0.1829,399.28,"G",0,11.09,1,7,0.024,7,"N","N","Y","Gp5","Gp5","Y","credit_card"
"Default","Y",12000,"60months",0.1825,306.36,"F",3,12.11,1,7,0.651,17,"N","Y","N","Gp4","Gp1","Y","car"
"Default","Y",10000,"36months",0.1398,341.68,"C",5,12.53,0,6,0.671,15,"N","N","Y","Gp3","Gp3","Y","debt_consolidation"
"Default","Y",25000,"36months",0.1602,879.18,"D",3,1.24,0,5,0.512,7,"N","N","N","Gp4","Gp3","Y","business"
"Default","N",3500,"36months",0.1521,121.69,"D",10,15.2,4,4,0,7,"Y","N","N","Gp3","Gp1","N","debt_consolidation"
"Default","Y",8575,"36months",0.1942,316.15,"E",0,15.47,0,7,0.983,14,"N","N","N","Gp1","Gp3","N","debt_consolidation"
"Default","Y",4750,"36months",0.1459,163.71,"D",3,11.92,1,2,0.669,8,"N","N","N","Gp1","Gp1","N","business"
"Default","Y",8000,"36months",0.1484,276.7,"D",0,4.27,0,5,0.718,17,"N","Y","N","Gp4","Gp3","Y","credit_card"
"Default","N",9500,"36months",0.1158,313.63,"B",5,7.14,5,7,0.286,23,"N","N","Y","Gp3","Gp2","Y","luxury"
"Default","N",10000,"36months",0.1632,353.16,"D",2,12.56,5,12,0.833,29,"N","N","Y","Gp3","Gp3","Y","debt_consolidation"
"Default","N",25000,"36months",0.1039,811.27,"B",4,0.81,1,22,0.231,56,"N","N","Y","Gp5","Gp5","N","other"
"Default","Y",10000,"36months",0.0849,315.63,"A",10,10.58,0,9,0.496,48,"Y","Y","Y","Gp4","Gp5","Y","debt_consolidation"
"Default","Y",2400,"60months",0.1361,55.36,"C",0,23.75,0,5,0.727,11,"N","N","N","Gp1","Gp1","Y","business"
"Default","Y",5000,"36months",0.1299,168.45,"C",0,17.02,2,9,0.342,40,"N","N","N","Gp2","Gp2","Y","other"
"Default","Y",1000,"36months",0.1749,35.9,"D",0,20.4,0,4,0.981,12,"N","N","N","Gp1","Gp3","Y","living_expenses"
"Default","Y",8000,"36months",0.1521,278.15,"D",6,14.54,1,12,0.575,21,"N","N","N","Gp2","Gp2","Y","debt_consolidation"
"Default","Y",6725,"36months",0.0699,207.62,"A",6,3.73,1,7,0.121,14,"N","N","Y","Gp1","Gp2","Y","debt_consolidation"
"Default","Y",15000,"36months",0.0654,300.54,"A",9,12.37,3,20,0.462,38,"N","N","Y","Gp4","Gp5","N","debt_consolidation"
"Default","Y",3600,"60months",0.1479,85.25,"C",10,17.68,3,7,0.48,22,"Y","Y","N","Gp3","Gp3","N","other"
"Default","Y",30000,"60months",0.1171,662.95,"B",3,0.22,0,6,0.025,14,"N","N","Y","Gp4","Gp1","Y","other"
"Default","Y",26000,"60months",0.1864,669.32,"E",10,14.5,1,12,0.487,36,"Y","N","N","Gp2","Gp5","Y","debt_consolidation"
"Default","Y",5600,"36months",0.1527,194.87,"C",0,24.8,2,12,0.936,19,"N","N","N","Gp4","Gp5","Y","debt_consolidation"
"Default","N",7500,"36months",0.1241,250.58,"C",8,15.88,5,12,0.607,63,"N","N","Y","Gp5","Gp5","N","other"
"Default","Y",20000,"60months",0.2128,544.23,"F",5,17,0,9,0.933,15,"N","N","Y","Gp3","Gp4","Y","credit_card"
"Default","Y",8500,"36months",0.1221,283.18,"B",0,18.48,2,20,0.047,27,"N","Y","N","Gp1","Gp1","Y","other"
"Default","Y",16000,"36months",0.1199,531.36,"B",0,7.17,0,11,0.285,29,"N","Y","Y","Gp5","Gp5","Y","debt_consolidation"
"Default","Y",25000,"36months",0.1025,809.62,"B",10,17.62,2,14,0.138,30,"Y","N","Y","Gp5","Gp3","N","living_expenses"
"Default","Y",8950,"36months",0.1322,302.52,"C",1,22.12,0,11,0.4,19,"N","N","N","Gp2","Gp4","N","credit_card"
"Default","Y",5000,"36months",0.1357,169.85,"C",8,15.53,2,7,0.932,23,"N","N","Y","Gp1","Gp2","N","debt_consolidation"
"Default","Y",10000,"36months",0.1218,333,"B",10,24.56,3,12,0.416,16,"Y","N","N","Gp1","Gp5","N","other"
"Default","Y",8500,"36months",0.1505,294.88,"D",1,13.75,1,9,0.577,10,"N","N","Y","Gp1","Gp3","N","debt_consolidation"
"Default","Y",12000,"36months",0.0749,373.22,"A",6,26.93,0,8,0.211,14,"N","N","N","Gp1","Gp1","N","other"
"Default","Y",8400,"36months",0.0749,261.26,"A",3,15.32,0,4,0.684,29,"N","N","N","Gp3","Gp4","N","business"
"Default","Y",13750,"60months",0.1149,302.33,"B",6,2.91,2,8,0.371,11,"N","N","Y","Gp1","Gp1","N","credit_card"
"Default","Y",22000,"60months",0.1268,496.98,"C",5,6.73,1,10,0.413,29,"N","N","Y","Gp5","Gp5","Y","debt_consolidation"
"Default","Y",12000,"60months",0.1199,266.88,"B",10,0.7,3,4,0.026,8,"Y","N","Y","Gp3","Gp1","Y","debt_consolidation"
"Default","Y",8000,"36months",0.0832,251.88,"A",10,17.6,0,14,0.084,28,"Y","N","Y","Gp2","Gp3","N","living_expenses"
"Default","Y",14800,"60months",0.1602,360.07,"D",6,1.51,0,5,0.141,14,"N","Y","Y","Gp4","Gp1","Y","business"
"Default","Y",35000,"60months",0.1839,896.22,"E",10,10.19,0,9,0.934,20,"Y","N","Y","Gp3","Gp5","Y","business"
"Default","Y",9000,"36months",0.0662,276.34,"A",2,25.91,1,8,0.221,22,"N","N","N","Gp1","Gp4","N","luxury"
"Default","Y",3825,"36months",0.1,123.43,"B",1,12.39,1,6,0.5,9,"N","N","N","Gp2","Gp1","Y","business"
"Default","Y",1000,"36months",0.0849,31.57,"A",5,9.75,0,3,0.334,3,"N","N","N","Gp1","Gp1","Y","living_expenses"
"Default","Y",5000,"36months",0.16,175.79,"E",9,16.3,0,3,0,6,"N","Y","Y","Gp1","Gp1","N","debt_consolidation"
"Default","Y",3000,"36months",0.1171,99.23,"B",1,24.27,1,4,0.215,9,"N","N","N","Gp1","Gp3","Y","business"
"Default","Y",13650,"60months",0.2359,389.45,"G",3,15.42,0,27,0.516,35,"N","N","N","Gp2","Gp4","N","debt_consolidation"
"Default","Y",8325,"36months",0.1099,272.52,"B",5,24.75,0,13,0.782,23,"N","N","Y","Gp2","Gp5","N","debt_consolidation"
"Default","N",5000,"60months",0.1756,125.78,"E",10,9.38,5,8,0.896,9,"Y","N","Y","Gp4","Gp5","Y","car"
"Default","Y",16750,"60months",0.1149,255.06,"B",7,22.71,1,7,0.26,11,"N","N","N","Gp2","Gp2","Y","debt_consolidation"
"Default","Y",3000,"36months",0.1349,101.8,"C",2,13.48,1,8,0.551,13,"N","Y","N","Gp3","Gp2","Y","other"
"Default","Y",13000,"60months",0.1335,298.13,"C",0,24.81,0,9,0.708,13,"N","N","N","Gp2","Gp4","Y","debt_consolidation"
"Default","Y",30000,"36months",0.1649,1061.99,"D",10,19.44,3,20,0.238,48,"Y","Y","Y","Gp4","Gp3","Y","debt_consolidation"
"Default","Y",13750,"60months",0.1879,355.1,"E",0,12.38,3,6,0.406,27,"N","N","N","Gp2","Gp3","Y","other"
"Default","Y",2000,"36months",0.1399,68.35,"C",2,0.51,1,2,0.099,3,"N","N","Y","Gp1","Gp1","Y","other"
"Default","Y",6000,"36months",0.1323,202.83,"C",0,17.16,0,9,0.66,27,"N","N","Y","Gp2","Gp3","N","debt_consolidation"
"Default","Y",10000,"36months",0.0849,315.63,"A",10,14.19,0,7,0.469,14,"Y","Y","N","Gp2","Gp4","N","debt_consolidation"
"Default","Y",10000,"36months",0.1099,327.36,"B",7,0.99,3,5,0.024,6,"N","N","N","Gp5","Gp1","N","debt_consolidation"
"Default","Y",4000,"60months",0.1991,105.78,"E",10,15.2,3,5,0.224,11,"Y","N","N","Gp2","Gp2","Y","living_expenses"
"Default","Y",8000,"36months",0.1461,275.81,"D",2,12.59,1,9,0.703,14,"N","N","N","Gp3","Gp4","N","living_expenses"
"Default","N",700,"36months",0.1186,23.21,"D",7,11.33,1,2,1.018,2,"N","N","Y","Gp1","Gp2","N","debt_consolidation"
"Default","Y",25000,"60months",0.1149,352.36,"B",2,4.95,3,9,0.061,33,"N","N","Y","Gp2","Gp2","Y","living_expenses"
"Default","Y",15000,"36months",0.0749,466.53,"A",10,4.66,0,6,0.661,9,"Y","N","Y","Gp2","Gp2","Y","debt_consolidation"
"Default","Y",21600,"36months",0.1527,751.64,"C",4,9.51,2,7,0.896,14,"N","N","Y","Gp5","Gp5","Y","debt_consolidation"
"Default","Y",12000,"60months",0.089,248.52,"A",10,9.65,0,13,0.004,31,"Y","N","Y","Gp4","Gp1","N","debt_consolidation"
"Default","Y",5500,"60months",0.1491,130.59,"D",10,5.57,2,4,0.719,32,"Y","N","Y","Gp5","Gp5","Y","living_expenses"
"Default","N",3200,"36months",0.1671,113.63,"F",0,28.06,5,8,0.638,12,"N","N","N","Gp2","Gp5","N","other"
"Default","Y",25000,"60months",0.2136,681.41,"F",10,18.25,1,12,0.503,23,"Y","Y","Y","Gp4","Gp5","Y","debt_consolidation"
"Default","N",4500,"36months",0.143,154.46,"D",4,19.5,2,5,0.424,9,"N","N","N","Gp1","Gp2","Y","debt_consolidation"
"Default","Y",10000,"60months",0.1595,242.92,"E",0,22.16,2,15,0.663,45,"N","N","Y","Gp2","Gp5","Y","credit_card"
"Default","Y",18000,"60months",0.1799,456.99,"E",5,21.16,1,19,0.713,36,"N","N","N","Gp5","Gp5","Y","debt_consolidation"
"Default","Y",4500,"60months",0.1335,103.2,"C",10,12.91,2,6,0.915,22,"Y","N","Y","Gp3","Gp5","Y","credit_card"
"Default","Y",18000,"60months",0.1527,430.78,"C",10,9.9,3,6,0.264,18,"Y","N","Y","Gp3","Gp2","Y","living_expenses"
"Default","Y",2000,"36months",0.0766,62.36,"A",3,15.55,0,12,0.764,15,"N","N","N","Gp2","Gp4","N","living_expenses"
"Default","N",3200,"36months",0.1607,112.63,"D",2,1.97,4,5,0.958,11,"N","N","N","Gp2","Gp1","Y","debt_consolidation"
"Default","Y",15000,"36months",0.1171,496.14,"B",0,16.42,0,8,0.848,21,"N","N","N","Gp1","Gp4","Y","debt_consolidation"
"Default","Y",5075,"36months",0.1148,167.32,"B",0,19.68,0,6,0.455,7,"N","N","N","Gp1","Gp3","N","debt_consolidation"
"Default","Y",1275,"36months",0.1099,41.74,"B",0,20.59,1,15,0.582,35,"N","N","Y","Gp3","Gp4","Y","car"
"Default","Y",7000,"60months",0.1528,167.57,"D",10,5.47,1,10,0.574,43,"Y","N","Y","Gp4","Gp4","N","credit_card"
"Default","Y",4000,"60months",0.2122,108.71,"G",2,2,0,3,0.335,7,"N","Y","N","Gp1","Gp1","Y","business"
"Default","Y",17600,"60months",0.1399,409.43,"C",10,8.07,3,11,0.148,17,"Y","N","Y","Gp5","Gp2","Y","debt_consolidation"
"Default","Y",11500,"36months",0.1158,379.66,"B",8,23.7,1,14,0.631,17,"N","N","Y","Gp2","Gp4","Y","debt_consolidation"
"Default","Y",25000,"36months",0.1343,847.54,"C",10,13.7,1,8,0.579,29,"Y","N","Y","Gp4","Gp5","Y","credit_card"
"Default","Y",12000,"36months",0.1442,412.6,"D",3,7.91,1,8,0.858,15,"N","N","Y","Gp1","Gp3","N","debt_consolidation"
"Default","Y",9000,"36months",0.0894,285.95,"A",9,11.33,0,10,0.674,30,"N","N","N","Gp2","Gp4","N","debt_consolidation"
"Default","Y",3000,"36months",0.1036,97.31,"B",10,14.56,2,9,0.597,17,"Y","N","N","Gp3","Gp2","Y","other"
"Default","Y",10000,"36months",0.1025,323.85,"B",10,6.84,3,5,0.495,34,"Y","N","Y","Gp5","Gp2","Y","business"
"Default","Y",4000,"36months",0.1218,133.2,"B",2,16.65,3,19,0.226,19,"N","N","N","Gp2","Gp1","N","debt_consolidation"
"Default","N",2200,"36months",0.1387,75.06,"D",3,10.35,1,10,0.779,15,"N","N","N","Gp2","Gp3","N","credit_card"
"Default","N",3600,"36months",0.1418,123.36,"E",8,19.81,7,14,0.467,34,"N","Y","N","Gp2","Gp1","N","living_expenses"
"Default","Y",1500,"60months",0.1649,36.87,"D",0,18,2,7,0.181,11,"N","N","N","Gp1","Gp1","Y","other"
"Default","Y",19000,"36months",0.167,674.53,"E",10,19.87,1,12,0.734,21,"Y","N","N","Gp3","Gp4","N","debt_consolidation"
"Default","Y",16000,"36months",0.1479,553.01,"C",1,23.78,3,8,0.901,29,"N","N","Y","Gp5","Gp5","Y","business"
"Default","Y",3000,"36months",0.1186,99.45,"B",1,3.33,2,4,0.163,4,"N","N","N","Gp1","Gp1","Y","living_expenses"
"Default","Y",10000,"60months",0.1186,221.74,"B",2,22.31,0,10,0.83,30,"N","N","N","Gp4","Gp4","Y","debt_consolidation"
"Default","N",20000,"36months",0.1287,672.67,"C",4,23.4,0,8,0,21,"N","N","Y","Gp5","Gp5","Y","credit_card"
"Default","Y",10000,"60months",0.1969,263.22,"E",9,6.5,0,4,0.848,8,"N","N","Y","Gp1","Gp1","Y","debt_consolidation"
"Default","Y",8000,"60months",0.1599,194.51,"D",9,6.76,2,5,0.934,13,"N","N","N","Gp3","Gp4","Y","debt_consolidation"
"Default","Y",7400,"36months",0.1756,265.9,"E",3,15.6,1,8,0.982,25,"N","N","Y","Gp1","Gp4","N","debt_consolidation"
"Default","Y",14100,"36months",0.1426,483.72,"C",7,20.91,1,10,0.984,38,"N","N","N","Gp3","Gp5","N","credit_card"
"Default","Y",12000,"60months",0.1758,301.99,"D",7,11.9,1,4,0.975,12,"N","N","Y","Gp1","Gp3","Y","debt_consolidation"
"Default","Y",10000,"60months",0.1446,235.08,"D",10,23.06,6,10,0.929,26,"Y","N","Y","Gp5","Gp5","Y","debt_consolidation"
"Default","Y",1500,"36months",0.1474,51.81,"D",2,1.04,3,4,0.594,9,"N","N","N","Gp2","Gp1","Y","other"
"Default","Y",1400,"36months",0.1186,46.41,"B",0,13.24,0,8,0.221,8,"N","N","N","Gp1","Gp1","N","debt_consolidation"
"Default","Y",8400,"36months",0.1465,289.76,"C",4,18.16,1,9,0.885,15,"N","N","Y","Gp5","Gp5","N","debt_consolidation"
"Default","N",18000,"36months",0.1734,644.8,"G",1,10.73,0,5,0.46,21,"N","Y","Y","Gp4","Gp4","N","debt_consolidation"
"Default","Y",18000,"60months",0.1075,389.13,"B",2,22.01,1,21,0.072,60,"N","N","Y","Gp2","Gp1","Y","debt_consolidation"
"Default","Y",3500,"60months",0.1199,77.84,"B",7,12.9,0,14,0.424,24,"N","N","N","Gp1","Gp2","Y","other"
"Default","Y",12000,"36months",0.1527,417.58,"C",2,17.91,2,19,0.663,36,"N","N","Y","Gp5","Gp5","Y","other"
"Default","N",9250,"60months",0.1521,221.08,"D",10,18.79,5,9,0.535,39,"Y","Y","Y","Gp2","Gp3","N","debt_consolidation"
"Default","Y",5000,"36months",0.1223,166.63,"C",2,16.27,0,8,0.894,13,"N","N","N","Gp2","Gp5","Y","credit_card"
"Default","Y",3000,"36months",0.1229,100.06,"C",0,1.71,0,4,0.451,9,"N","N","N","Gp2","Gp1","N","luxury"
"Default","Y",6000,"60months",0.1036,128.55,"B",0,16.63,0,4,0.918,9,"N","N","N","Gp2","Gp4","Y","business"
"Default","N",1000,"36months",0.152,34.77,"D",2,12.95,7,17,0.505,38,"N","N","N","Gp3","Gp4","Y","luxury"
"Default","Y",3000,"36months",0.1472,103.59,"C",2,4.7,1,7,0,11,"N","Y","N","Gp2","Gp1","Y","other"
"Default","Y",7750,"36months",0.1727,277.36,"D",0,16.1,1,4,0.671,7,"N","N","N","Gp1","Gp1","N","debt_consolidation"
"Default","N",4500,"36months",0.1412,71.9,"D",0,8.11,2,7,0.266,16,"N","Y","N","Gp2","Gp2","N","living_expenses"
"Default","Y",3000,"36months",0.1446,103.21,"D",10,21.35,0,3,0,7,"Y","N","Y","Gp1","Gp1","Y","living_expenses"
"Default","N",7500,"36months",0.1134,190.82,"C",5,22.45,9,15,0.603,41,"N","N","Y","Gp2","Gp4","N","other"
"Default","Y",11725,"60months",0.2089,316.48,"F",1,4.7,1,9,0.662,15,"N","N","N","Gp4","Gp4","Y","debt_consolidation"
"Default","Y",12000,"60months",0.1065,258.82,"B",4,0.38,0,4,0,9,"N","N","N","Gp2","Gp1","Y","living_expenses"
"Default","N",4000,"36months",0.1355,135.84,"D",1,10.99,3,11,0.54,28,"N","N","N","Gp3","Gp3","N","debt_consolidation"
"Default","Y",30000,"60months",0.1399,697.9,"C",10,8.92,4,10,0.406,27,"Y","N","Y","Gp5","Gp5","Y","business"
"Default","Y",4000,"36months",0.1149,131.89,"B",3,17.27,2,3,0.209,7,"N","N","N","Gp1","Gp1","N","luxury"
"Default","Y",18000,"60months",0.1903,467.23,"E",4,5.43,1,13,0.186,17,"N","N","N","Gp1","Gp2","Y","debt_consolidation"
"Default","Y",30000,"60months",0.1171,662.95,"B",10,13.5,1,11,0.122,40,"Y","N","N","Gp3","Gp3","Y","debt_consolidation"
"Default","Y",5000,"36months",0.1,161.34,"B",3,17.93,1,5,0.379,15,"N","N","Y","Gp1","Gp1","Y","debt_consolidation"
"Default","Y",14000,"60months",0.1825,357.42,"F",0,13.86,1,6,0.641,38,"N","N","N","Gp2","Gp4","Y","living_expenses"
"Default","Y",3200,"36months",0.1037,103.82,"B",8,18,1,12,0.782,16,"N","N","N","Gp1","Gp2","Y","business"
"Default","Y",10000,"36months",0.1037,324.42,"B",0,18.35,0,9,0.877,34,"N","Y","Y","Gp4","Gp5","Y","debt_consolidation"
"Default","N",14500,"36months",0.1261,485.85,"C",0,13.51,4,11,0.561,34,"N","N","Y","Gp2","Gp3","Y","credit_card"
"Default","Y",5000,"36months",0.1218,166.5,"B",2,8.67,0,11,0.682,30,"N","N","N","Gp2","Gp4","N","other"
"Default","Y",20000,"60months",0.1171,441.97,"B",10,22.26,0,10,0.617,40,"Y","N","Y","Gp5","Gp5","Y","debt_consolidation"
"Default","Y",8000,"60months",0.1491,189.95,"D",5,7.15,0,8,0.634,12,"N","N","N","Gp2","Gp2","Y","debt_consolidation"
"Default","Y",4200,"36months",0.1758,150.96,"D",1,3.67,0,9,0.888,10,"N","N","N","Gp4","Gp3","Y","debt_consolidation"
"Default","Y",18000,"60months",0.1149,395.78,"B",3,21.16,1,11,0.105,17,"N","N","Y","Gp2","Gp2","Y","debt_consolidation"
"Default","Y",20000,"60months",0.1839,512.13,"E",10,10.11,0,13,0.313,36,"Y","Y","Y","Gp3","Gp3","Y","other"
"Default","Y",13000,"60months",0.1558,313.25,"D",4,12.28,0,11,0.002,19,"N","N","N","Gp5","Gp1","Y","living_expenses"
"Default","Y",35000,"60months",0.1269,790.82,"B",10,1.5,0,5,0.064,27,"Y","Y","N","Gp3","Gp1","Y","business"
"Default","Y",3600,"60months",0.1825,91.91,"F",2,9,0,2,0.968,22,"N","Y","N","Gp1","Gp2","Y","living_expenses"
"Default","Y",15000,"36months",0.1183,497.01,"B",3,9.26,1,8,0.462,23,"N","Y","Y","Gp5","Gp5","N","debt_consolidation"
"Default","N",24000,"60months",0.2077,646.18,"G",0,10.18,4,8,0.701,48,"N","Y","N","Gp5","Gp2","Y","living_expenses"
"Default","Y",8525,"36months",0.1078,278.22,"C",10,18.58,0,7,0.803,21,"Y","N","N","Gp5","Gp4","N","debt_consolidation"
"Default","Y",2450,"36months",0.1442,84.24,"D",1,21.6,2,4,0.983,11,"N","N","N","Gp1","Gp4","N","debt_consolidation"
"Default","Y",5000,"60months",0.1038,107.18,"B",4,18.07,0,6,0.822,18,"N","N","N","Gp1","Gp3","N","living_expenses"
"Default","N",12000,"60months",0.1645,294.7,"E",10,6.39,5,7,0.025,16,"Y","N","N","Gp5","Gp1","Y","living_expenses"
"Default","Y",31200,"60months",0.1799,792.11,"E",2,13.43,1,10,0.664,31,"N","N","N","Gp5","Gp4","Y","debt_consolidation"
"Default","Y",6000,"36months",0.1335,203.18,"C",4,0.54,3,2,0.004,6,"N","N","N","Gp1","Gp1","N","debt_consolidation"
"Default","Y",16000,"60months",0.1727,399.97,"D",10,19.26,1,7,0.769,16,"Y","N","N","Gp4","Gp2","Y","luxury"
"Default","Y",10000,"36months",0.1149,329.72,"B",10,17.53,0,12,0.622,29,"Y","N","Y","Gp2","Gp4","Y","debt_consolidation"
"Default","Y",15000,"36months",0.0963,481.41,"B",10,24.75,0,14,0.661,39,"Y","N","N","Gp2","Gp5","N","debt_consolidation"
"Default","Y",1600,"60months",0.1112,34.89,"B",10,14.8,1,5,0.8,16,"Y","N","N","Gp4","Gp5","Y","other"
"Default","N",6250,"36months",0.1797,225.86,"G",8,28.29,3,16,0.571,29,"N","Y","Y","Gp2","Gp5","Y","debt_consolidation"
"Default","Y",8000,"36months",0.1348,271.4,"C",4,9.76,3,8,0.218,13,"N","N","N","Gp3","Gp1","Y","debt_consolidation"
"Default","Y",12000,"60months",0.089,248.52,"A",10,4.53,0,11,0.171,19,"Y","N","Y","Gp4","Gp2","N","car"
"Default","Y",20000,"36months",0.1025,647.7,"B",0,6.06,0,17,0.183,21,"N","N","N","Gp3","Gp2","N","debt_consolidation"
"Default","Y",10000,"36months",0.0963,320.95,"A",10,3.27,3,19,0.157,40,"Y","N","Y","Gp4","Gp3","N","other"
"Default","Y",7000,"36months",0.079,219.04,"A",4,15.48,0,10,0.265,17,"N","N","N","Gp2","Gp3","N","credit_card"
"Default","Y",10600,"36months",0.1299,357.11,"C",0,19.58,0,7,0.86,14,"N","N","N","Gp1","Gp4","Y","debt_consolidation"
"Default","Y",25000,"60months",0.1602,608.22,"D",4,5.97,0,8,0.339,23,"N","N","N","Gp2","Gp3","Y","luxury"
"Default","Y",12000,"36months",0.1496,415.74,"D",1,15.06,0,14,0.946,31,"N","N","N","Gp4","Gp5","N","other"
"Default","Y",3000,"36months",0.1149,98.92,"B",10,12.26,1,6,0.668,12,"Y","N","N","Gp2","Gp2","N","debt_consolidation"
"Default","Y",5000,"36months",0.0749,155.51,"A",4,9.06,0,16,0.49,16,"N","N","N","Gp4","Gp3","N","business"
"Default","Y",13000,"60months",0.1483,308.12,"D",4,16.49,0,6,0.785,7,"N","N","N","Gp2","Gp2","Y","debt_consolidation"
"Default","Y",7000,"36months",0.157,245.08,"D",3,10.64,1,10,0.379,36,"N","N","N","Gp2","Gp2","Y","other"
"Default","Y",12000,"36months",0.1111,393.5,"B",2,9.23,0,4,0.249,8,"N","Y","N","Gp3","Gp1","Y","business"
"Default","N",25000,"36months",0.1186,828.69,"B",10,7.43,4,9,0.591,29,"Y","N","Y","Gp3","Gp4","Y","debt_consolidation"
"Default","N",1650,"36months",0.1362,56.09,"D",5,5.61,18,9,0.14,10,"N","N","Y","Gp4","Gp1","N","living_expenses"
"Default","Y",12000,"36months",0.1316,405.25,"C",8,20.5,0,7,0.785,17,"N","N","Y","Gp4","Gp5","N","debt_consolidation"
"Default","Y",9200,"36months",0.1284,309.29,"C",2,20.69,0,8,0.504,14,"N","N","N","Gp2","Gp5","N","debt_consolidation"
"Default","Y",15000,"36months",0.1411,513.44,"D",10,15.99,0,9,0.666,23,"Y","N","Y","Gp4","Gp5","N","debt_consolidation"
"Default","N",4200,"36months",0.1418,143.92,"E",10,9.2,1,9,0.966,17,"Y","Y","Y","Gp1","Gp2","N","debt_consolidation"
"Default","Y",3825,"36months",0.1596,134.41,"C",3,23.54,1,6,0.795,10,"N","N","N","Gp1","Gp2","N","debt_consolidation"
"Default","Y",10750,"36months",0.1114,352.64,"B",2,11.91,1,9,0.613,29,"N","N","Y","Gp3","Gp4","N","credit_card"
"Default","Y",4000,"36months",0.1149,131.89,"B",0,14.4,0,5,0.789,6,"N","N","N","Gp1","Gp2","N","debt_consolidation"
"Default","Y",12000,"60months",0.1427,280.91,"C",10,9.35,1,6,0.676,11,"Y","Y","Y","Gp4","Gp2","Y","debt_consolidation"
"Default","N",17000,"36months",0.1099,556.5,"B",3,17.84,4,20,0.29,37,"N","N","Y","Gp4","Gp4","N","debt_consolidation"
"Default","Y",30000,"60months",0.1149,424.92,"B",2,18.59,0,13,0.275,40,"N","N","Y","Gp5","Gp5","Y","debt_consolidation"
"Default","Y",3250,"36months",0.0963,104.31,"A",0,13.8,2,6,0.349,9,"N","N","N","Gp1","Gp2","N","debt_consolidation"
"Default","Y",6000,"36months",0.079,187.75,"A",10,9.16,1,10,0.199,15,"Y","N","Y","Gp4","Gp2","N","debt_consolidation"
"Default","Y",12000,"36months",0.0662,368.45,"A",1,8.86,1,9,0.238,29,"N","N","N","Gp3","Gp3","N","debt_consolidation"
"Default","Y",7200,"60months",0.1496,171.14,"D",3,14.84,1,8,0.777,17,"N","N","N","Gp4","Gp3","N","debt_consolidation"
"Default","N",5900,"60months",0.209,159.29,"G",3,18.82,5,9,0.982,28,"N","N","N","Gp3","Gp5","N","other"
"Default","Y",14100,"60months",0.178,356.52,"F",3,14.3,3,8,0.32,16,"N","N","Y","Gp2","Gp2","Y","other"
"Default","Y",23000,"60months",0.1793,370.19,"E",6,16.3,0,8,0.907,13,"N","N","N","Gp3","Gp5","Y","debt_consolidation"
"Default","Y",8000,"36months",0.0714,247.53,"A",9,9.07,0,10,0.667,19,"N","N","Y","Gp3","Gp4","N","debt_consolidation"
"Default","Y",20000,"36months",0.1758,718.85,"D",10,11.82,3,13,0.248,37,"Y","Y","Y","Gp5","Gp2","Y","living_expenses"
"Default","Y",7500,"36months",0.1159,206.37,"C",0,8.53,3,13,0.223,16,"N","N","Y","Gp1","Gp2","Y","living_expenses"
